ontology.id	ontology.label	variable.name	function.name
GENO:0000135	heterozygous	HETEROZYGOUS	heterozygous
GENO:0000136	homozygous	HOMOZYGOUS	homozygous
GENO:0000134	hemizygous	HEMIZYGOUS	hemizygous
